PersonalLoan,Age,CCAvg,Education,Experience,Family,Income,Mortgage,CDAccount,CreditCard,Online,SecuritiesAccount
0,53,0.1,2,28,3,20,0,0,0,0,0
0,30,2.6,2,5,1,85,0,0,0,1,0
0,28,2.6,3,3,3,65,0,0,0,0,1
1,60,5.6,3,35,4,191,0,0,0,0,0
0,51,0,1,26,2,11,0,0,0,0,1
0,63,1,3,37,2,40,167,0,0,0,0
0,38,0.7,2,13,3,54,196,0,0,0,0
0,59,3.8,1,35,1,95,0,0,1,1,0
0,53,1,2,29,4,94,0,0,0,1,0
0,31,2.2,2,5,4,79,0,0,0,0,0
0,41,0.3,3,17,3,48,0,0,1,1,0
0,25,2.6,1,1,4,70,0,0,0,1,1
0,27,0.1,2,3,3,40,111,0,0,1,0
0,50,1.8,1,24,4,44,0,0,1,1,0
0,50,1.4,3,25,1,43,137,0,0,1,0
0,43,0.3,3,18,1,29,0,0,0,1,0
1,50,1.3,1,24,3,188,184,0,1,0,0
0,46,0,1,20,1,114,0,0,1,1,0
0,30,0.7,2,6,3,52,0,0,0,1,0
0,42,0.2,1,16,1,13,0,0,0,1,0
0,42,0.5,3,17,3,95,0,0,0,0,0
0,29,2.9,3,3,1,84,0,0,0,1,0
0,38,1.8,1,14,1,49,0,0,0,0,0
0,51,1.7,1,25,1,181,0,0,1,1,0
1,35,0.3,2,10,1,182,229,1,1,1,0
0,37,2.7,1,13,2,70,0,0,0,0,0
0,47,1.1,1,21,3,79,185,0,1,1,0
0,55,2.8,2,29,4,61,0,0,1,1,0
0,65,2.1,1,41,2,121,0,0,0,1,0
0,58,0.2,1,33,3,34,83,0,0,1,0
0,54,1,1,28,1,183,442,0,0,0,0
0,52,1.6,3,28,1,51,0,0,1,0,1
0,28,0.3,3,2,3,70,0,0,1,0,0
0,32,1.7,1,8,1,39,0,0,1,1,0
0,51,2,2,24,3,84,0,0,0,0,0
0,43,7,1,18,1,122,0,0,1,1,0
0,42,1.7,1,18,1,145,132,0,1,1,0
0,42,0.4,1,17,2,98,0,0,1,1,0
0,41,1,3,16,1,79,233,0,0,1,0
0,34,2,3,8,2,38,0,0,1,1,0
0,30,0.7,2,6,3,49,196,0,1,0,0
0,32,1,1,7,1,38,0,0,0,1,0
0,46,2.6,3,20,4,91,0,0,0,0,0
0,38,0.2,1,12,4,29,0,0,1,0,0
0,37,6.5,1,13,2,172,0,0,0,0,0
1,32,3.7,1,8,2,104,0,0,1,0,0
0,35,2.5,1,9,1,58,0,0,1,1,0
1,30,1.9,2,5,2,171,0,0,0,0,0
1,30,3.3,1,4,3,73,0,1,1,1,0
0,58,2.9,1,32,1,191,0,0,0,0,0
0,57,4.5,3,27,2,90,0,0,0,1,0
0,34,2.3,1,9,3,55,0,1,1,1,1
0,31,2,2,4,1,28,0,0,0,0,0
0,39,2.5,3,14,1,42,0,0,0,1,0
0,57,0.1,2,33,1,9,91,0,0,1,1
0,47,1.5,2,21,1,65,0,0,0,1,1
1,51,4.5,3,26,4,134,0,1,0,1,1
0,30,3.4,1,6,4,83,0,0,0,1,1
0,55,1,2,28,3,38,0,0,0,1,0
0,32,0.3,1,6,4,13,0,0,1,1,0
1,32,2.9,3,7,3,143,0,0,0,1,0
0,44,1.9,1,20,4,75,0,0,0,0,0
1,33,3.2,3,7,1,120,0,0,0,1,0
0,49,2.8,2,24,1,91,0,0,0,0,0
0,32,1.5,3,6,2,99,0,0,1,0,0
0,31,0.1,1,7,1,71,78,0,0,0,1
0,37,0.8,2,13,1,111,0,0,0,0,0
0,41,5.2,1,15,1,108,0,0,0,0,0
0,56,7.4,1,32,1,158,0,0,0,0,0
0,55,2.67,1,31,3,81,0,0,0,1,0
0,49,0.1,3,23,2,12,0,1,0,1,1
0,63,0.4,1,37,2,21,0,0,0,1,0
0,55,0.9,1,30,4,55,215,0,1,1,0
0,59,1.8,3,35,1,42,0,0,0,1,0
0,41,0.4,1,16,2,81,0,0,1,0,0
0,49,0.2,1,25,4,13,87,0,0,0,0
0,48,0.6,1,23,1,132,157,0,0,0,0
0,41,1,3,16,1,99,0,0,0,1,0
0,50,0.2,1,26,4,23,0,0,1,0,0
0,28,2,2,1,1,40,0,0,0,1,1
1,36,1.4,1,11,3,181,0,0,0,0,0
0,38,2.2,1,14,2,112,394,0,0,0,0
0,34,7.8,1,9,2,138,227,0,0,1,0
1,41,3.8,2,17,3,94,327,1,0,1,1
0,43,1.7,1,19,1,113,0,0,0,0,0
1,30,5,2,5,4,112,0,0,1,0,0
0,37,3,1,12,2,190,475,0,0,1,0
0,62,1.1,3,37,1,38,0,0,0,1,0
0,40,1.4,3,16,1,32,158,0,0,1,0
0,35,0.6,2,10,3,104,0,0,1,0,0
0,64,1.9,2,40,1,43,0,0,0,1,0
0,49,1.7,2,24,3,45,0,0,0,1,1
0,24,1.7,2,-1,2,35,0,0,0,0,0
0,36,1.2,2,10,4,42,0,0,1,1,0
0,29,0.8,2,4,1,58,0,0,1,1,0
1,29,3.4,1,3,4,103,0,0,0,1,0
1,28,3.3,2,3,1,71,149,1,0,1,1
0,33,0.4,2,7,1,14,98,0,0,1,0
0,36,1.2,3,11,3,98,0,0,1,0,1
0,42,0.1,2,17,1,90,0,0,1,0,0
0,25,0.2,1,0,4,65,0,0,0,0,1
0,28,0.4,1,2,4,19,0,0,1,1,0
0,50,1.7,2,25,3,35,0,0,1,1,0
0,34,1.3,1,9,4,71,0,0,0,1,0
0,43,0.5,1,19,3,31,0,0,0,0,0
0,62,1.2,2,38,4,43,0,0,0,1,0
0,61,1.5,2,36,1,24,87,0,0,0,1
0,45,0.4,3,19,2,58,0,0,1,0,1
0,42,0.4,1,17,2,115,0,0,0,1,0
0,39,8,1,15,2,168,152,0,0,0,1
0,29,1.5,1,5,1,128,0,0,1,1,0
0,45,7,1,20,1,138,0,0,1,0,0
0,58,1.7,2,32,3,81,0,0,1,1,0
0,29,1.3,3,3,4,41,0,0,0,1,0
1,32,2.9,2,7,2,123,0,0,0,1,0
0,37,2.7,1,13,2,71,94,0,0,1,0
0,48,0.4,3,23,1,8,0,0,1,0,0
0,40,0.7,1,14,2,42,101,0,0,1,0
0,29,2.5,1,4,2,62,184,0,0,1,0
0,36,1,1,12,4,22,91,0,0,1,1
0,35,1,2,8,4,38,0,0,0,1,0
0,35,0.4,2,11,4,24,0,0,0,0,0
0,62,2.4,1,37,3,50,0,0,0,1,0
1,26,1.3,2,1,4,190,197,0,0,1,0
0,32,3.1,1,7,2,94,0,0,0,1,0
1,63,5.1,3,37,4,165,0,0,0,0,0
0,38,1.2,2,12,4,43,0,0,1,0,0
0,50,1.6,2,26,1,48,0,0,1,0,0
0,46,2.7,2,21,3,52,228,0,1,0,0
0,50,4.9,1,24,4,84,0,0,0,1,0
0,61,0.9,1,36,1,131,0,0,0,1,0
0,34,0.2,1,8,4,44,0,0,0,0,0
0,27,0.2,1,2,4,78,87,0,0,0,0
0,61,0.4,2,36,4,15,0,0,0,0,0
0,45,1.9,3,20,4,38,144,0,1,1,0
0,50,1.3,3,25,1,84,0,0,0,1,1
0,44,0.3,1,20,1,122,0,0,0,1,0
0,62,2.8,1,36,2,98,0,0,0,0,0
0,45,2.67,2,18,3,80,0,0,0,0,0
0,41,8,1,17,2,165,0,0,0,1,0
0,30,3.3,1,5,2,121,0,0,1,0,0
0,61,0.4,2,37,3,20,94,0,0,0,0
0,45,0.2,1,19,1,11,91,0,0,0,0
0,59,1.8,3,35,1,45,0,0,0,1,0
1,30,2.8,2,6,2,118,0,0,0,0,0
0,60,0.3,1,36,2,14,109,0,1,1,0
0,39,0.2,2,13,3,30,0,0,0,0,0
0,56,0.2,1,30,1,45,98,0,0,0,0
0,56,2.67,1,32,3,80,0,0,0,1,0
0,27,0.3,2,1,4,25,0,0,1,1,0
0,66,2.5,1,41,1,144,0,1,1,1,1
0,43,0.2,3,19,4,84,297,0,0,1,0
0,53,0.4,1,29,2,22,0,0,0,1,0
0,44,1.5,1,18,3,33,0,0,1,1,0
0,54,2.6,3,28,4,60,0,0,0,0,0
0,31,2.2,2,6,4,81,116,0,0,1,0
1,38,6.8,3,13,1,169,0,1,1,1,0
0,28,1.6,3,2,2,63,0,0,0,1,0
0,51,0.7,3,26,2,12,109,0,1,1,0
0,52,0.8,1,27,4,15,101,0,0,0,0
0,64,0.5,3,38,1,39,0,1,1,1,1
0,29,2,2,4,4,44,0,0,0,1,0
0,34,4,1,10,1,110,0,0,0,1,0
1,33,6.3,2,8,3,130,99,0,1,0,0
0,46,1.4,3,21,1,41,128,0,0,1,0
0,48,1.4,3,22,1,59,241,0,0,1,0
0,52,0.8,1,28,2,39,0,0,0,1,0
0,44,0,2,19,4,35,0,0,0,1,0
0,51,2.6,2,27,1,80,0,0,1,1,0
0,47,2.67,2,20,1,81,0,0,0,1,0
0,39,0.8,3,13,2,31,0,0,0,0,0
0,42,1.9,3,17,4,93,0,0,0,0,0
0,57,1.5,1,33,4,45,204,0,0,1,0
0,36,0.6,3,12,2,40,0,0,1,1,0
0,27,1.6,3,1,2,80,185,0,1,1,0
0,31,0.4,3,7,1,20,0,0,0,1,0
0,63,0.5,3,37,1,41,0,0,1,0,0
0,34,0.3,1,8,1,31,104,0,1,1,0
0,52,0.2,2,27,4,35,0,0,0,1,0
0,57,1.4,3,31,3,40,137,0,1,1,0
0,63,1.8,3,39,1,84,0,0,0,0,0
0,26,1.6,3,1,2,53,0,0,0,1,0
0,35,4,3,5,4,85,0,0,0,1,0
0,58,3.9,1,33,2,138,0,0,0,1,0
0,32,1.75,3,2,2,71,108,0,0,0,0
0,64,0.8,3,39,1,113,0,0,1,0,0
0,50,1,2,23,2,23,0,0,0,0,1
0,34,2.3,1,9,3,62,0,0,0,0,0
0,36,0.2,3,11,4,14,100,0,1,1,0
0,43,2.2,3,18,2,60,0,0,1,0,0
0,28,0.8,1,4,3,94,236,0,0,1,0
0,64,1.8,2,39,3,83,0,0,0,1,0
1,60,6.3,3,35,3,130,437,1,1,1,0
0,62,1.7,1,37,4,61,0,0,0,0,0
0,27,3.1,1,2,2,92,178,0,0,1,0
0,42,0.8,3,16,2,20,117,0,1,1,0
0,45,8.8,1,20,2,194,428,0,0,0,0
0,36,2.5,1,10,1,74,0,0,1,0,0
0,48,0.4,3,22,2,84,145,0,0,0,0
0,65,1.8,2,40,3,98,333,0,0,0,0
0,39,2.33,1,15,3,52,0,0,0,1,0
0,51,1.3,2,26,1,55,236,0,1,0,0
0,30,3.4,1,6,4,64,117,0,0,0,0
0,65,2.5,1,40,1,128,162,0,0,1,0
1,38,1.7,2,13,4,113,0,0,1,0,0
0,29,1.1,2,3,3,50,0,0,1,0,0
0,42,2.2,2,18,4,54,0,0,0,0,0
0,63,0.9,1,38,1,129,366,0,0,1,0
0,46,0.4,1,21,4,82,0,0,0,0,0
0,62,1.7,2,38,4,100,0,0,0,1,0
0,58,2.2,1,34,4,44,0,0,0,0,1
1,56,0.5,2,30,4,164,234,1,1,1,0
0,56,3.7,1,31,2,81,121,0,1,1,0
0,34,0.1,1,10,1,71,257,0,1,1,0
0,42,0.5,3,17,1,28,90,0,0,0,0
0,30,1.5,1,6,3,80,219,0,0,1,0
0,61,1.9,2,35,4,90,0,0,0,1,0
0,38,3.6,2,14,1,74,0,0,1,1,0
0,50,0.7,3,25,2,14,0,0,0,1,1
0,61,0.5,2,36,2,23,103,0,0,1,0
0,41,1.7,1,17,1,153,337,0,1,0,0
0,42,0.9,3,16,3,38,0,0,0,0,0
0,29,2,2,5,2,112,382,0,0,0,1
0,51,8.1,1,26,1,145,397,0,1,0,0
0,32,0.3,2,6,2,28,88,0,0,1,0
0,34,1.1,3,9,4,31,0,0,1,1,0
0,26,6.33,1,2,1,195,0,0,1,1,0
0,54,2,3,24,3,50,0,0,1,1,0
0,38,2,3,14,4,71,0,0,0,0,0
0,62,0.3,3,36,3,21,0,0,0,0,0
0,37,0.8,3,11,2,35,125,0,0,0,0
0,46,2.4,1,21,1,42,0,0,1,1,0
0,52,3.6,3,27,4,78,141,0,0,1,0
0,32,2.2,2,6,4,73,0,0,0,0,0
0,49,1,3,25,2,53,181,0,0,0,0
0,28,1.6,3,3,2,51,123,0,0,0,0
0,55,2.3,3,30,2,40,0,0,0,1,0
0,52,1,1,26,1,178,0,0,0,0,0
0,32,0.3,1,6,2,35,0,0,1,0,0
1,31,0,2,7,1,192,0,0,0,1,0
0,27,5.4,1,3,1,123,0,0,0,0,0
0,32,1.67,2,5,2,48,0,1,1,1,1
0,52,0.6,2,26,3,45,0,0,0,0,0
0,52,0.2,1,28,1,15,0,0,0,1,0
0,50,0.3,1,24,1,79,120,0,0,1,0
0,32,2,2,5,4,63,0,0,0,1,1
0,61,0.2,3,35,2,30,0,0,0,1,0
1,60,6.9,1,36,4,145,380,0,1,0,0
0,28,1,2,4,3,32,0,0,0,0,0
0,34,0.1,1,9,2,64,224,0,1,1,0
0,31,0.1,1,7,1,84,0,0,0,1,0
0,31,0.4,2,5,1,21,0,0,0,1,0
0,62,1.7,2,38,4,99,0,0,0,1,0
0,47,1.3,1,22,2,35,0,0,0,1,0
0,50,1.7,1,24,1,180,0,0,1,1,0
0,36,1.33,1,12,1,42,0,0,0,1,0
1,26,2.1,2,0,4,179,0,0,0,0,0
0,51,0.1,3,27,4,42,0,0,0,0,0
1,52,9,2,25,2,180,297,0,0,1,0
0,35,3.4,1,11,4,82,0,0,0,0,0
0,42,0.7,1,16,2,55,149,0,0,0,0
0,36,2.2,1,12,2,79,0,0,0,1,0
0,41,0.6,3,17,2,48,215,0,1,0,0
0,49,2.7,1,25,1,93,0,0,0,1,1
0,57,0.2,3,32,2,23,0,0,0,0,0
0,44,2.33,1,20,3,50,200,0,0,0,0
0,60,2,1,34,2,85,0,0,0,1,0
0,38,1.5,2,14,1,35,97,0,0,1,0
1,26,6,2,2,3,171,0,0,0,1,0
0,29,1.5,2,2,4,29,0,0,1,0,0
0,59,1.8,3,35,1,84,0,0,1,1,0
0,51,0.5,2,27,4,20,0,0,0,1,0
0,50,0.4,3,25,1,14,0,0,1,1,0
0,35,8.6,1,10,1,179,357,0,0,0,0
0,61,0.8,1,37,1,48,158,0,0,1,0
0,42,2.8,1,16,1,74,0,0,0,1,0
0,55,1.4,1,29,1,53,0,0,0,0,0
0,50,2.8,2,25,1,83,0,0,1,1,0
0,64,2.1,1,40,2,171,433,0,0,0,0
0,54,4.9,1,28,4,85,0,0,0,1,0
0,50,0.9,2,26,4,38,0,0,0,1,0
0,31,1.6,1,5,3,85,157,0,1,1,0
0,32,0.1,1,8,1,79,0,0,0,0,0
0,44,0.4,1,19,4,69,0,0,0,0,0
0,60,0.9,3,35,3,43,0,0,1,1,0
0,60,0.3,1,34,2,33,101,0,0,1,0
0,62,0.1,3,38,3,42,149,0,1,0,0
0,46,1.9,3,21,4,40,122,0,0,1,0
0,57,1.8,3,33,1,43,0,0,0,0,0
0,30,0.5,3,5,4,20,117,0,0,0,0
0,58,2.5,1,32,3,65,222,0,0,1,0
1,39,3.4,1,13,3,139,483,0,0,1,0
1,60,0.3,3,35,3,135,0,0,0,1,0
0,59,1.6,3,34,3,84,0,0,0,1,0
1,50,2.9,3,26,1,179,0,0,1,0,0
0,63,1.3,2,39,4,45,86,0,0,0,0
0,27,2.5,1,3,2,109,0,0,0,1,0
0,54,0.1,3,29,4,34,0,0,0,1,0
0,62,1.3,1,37,1,162,0,0,0,1,0
0,60,1.4,1,34,2,105,0,0,0,1,0
0,38,0.2,2,12,3,22,0,0,0,1,0
0,34,1.8,1,8,2,82,178,0,1,1,0
0,65,1.7,2,41,4,105,230,0,0,1,1
0,55,1.8,3,31,1,62,0,0,0,1,0
0,57,2,1,31,2,82,83,0,1,0,0
0,27,0,1,3,4,72,0,0,0,1,0
0,35,1.7,1,10,4,38,0,0,1,1,0
0,52,1,1,28,4,25,0,0,0,0,0
0,45,0.75,3,15,1,20,0,0,0,1,0
0,29,1.8,2,3,4,80,0,0,1,1,0
0,44,1.1,1,18,3,84,0,0,0,0,0
0,47,1,1,23,1,33,0,0,1,1,0
0,62,0.9,3,37,3,55,0,0,0,1,0
0,52,0.7,2,27,2,33,0,0,1,0,0
1,47,0.3,3,23,4,190,305,0,0,0,0
0,42,0.3,3,18,1,43,158,0,0,0,0
0,65,0.1,3,41,3,45,0,0,0,1,0
0,42,3.5,1,18,1,141,0,0,0,0,0
0,40,2.4,1,16,4,69,0,0,0,1,0
0,32,0.1,2,8,4,78,0,0,0,1,0
0,40,3.7,3,15,1,84,0,0,0,1,0
1,55,5.2,2,29,1,172,0,0,0,0,0
0,32,0.2,1,6,4,51,154,0,1,0,1
0,58,1.4,3,28,1,75,0,0,0,1,0
1,46,3.1,2,22,1,183,0,1,1,1,0
0,53,0.4,3,23,4,20,0,0,1,1,0
1,63,3.9,3,39,2,101,294,0,0,1,0
1,40,5.9,3,14,1,129,0,0,0,1,0
0,41,3.2,1,17,2,63,0,0,0,0,0
0,60,2.1,1,35,4,44,0,0,0,0,0
1,65,5.4,3,39,1,184,176,1,1,1,0
0,59,2,1,33,2,100,127,0,0,0,0
0,48,0.4,1,24,3,12,0,0,0,0,0
0,59,2.3,3,33,2,68,128,0,0,1,1
0,33,1,1,8,1,48,212,0,0,1,0
0,40,0.4,1,15,2,82,0,0,0,0,0
0,42,2.5,1,18,2,52,0,0,0,0,0
1,65,4.6,2,41,2,154,0,1,1,1,1
0,30,1.5,1,4,1,39,0,0,1,0,0
0,30,0.3,1,4,1,40,0,1,1,1,0
0,42,1.9,3,17,4,54,164,0,0,0,0
0,32,1,2,8,2,32,103,1,1,1,0
0,55,2.3,3,30,2,64,0,0,0,0,0
0,29,1.3,1,3,2,92,287,0,0,1,0
0,64,2.5,3,38,1,40,94,0,1,1,0
0,37,0.5,3,11,3,60,0,0,0,1,0
0,31,1.3,1,5,2,85,119,0,1,1,0
0,25,0.4,1,-1,4,21,90,0,0,1,0
0,31,0.6,3,5,1,35,171,0,0,0,0
0,32,0.1,1,7,2,52,0,0,0,1,0
0,58,7.4,1,34,1,128,0,0,0,0,0
0,26,6.33,1,2,1,195,0,0,0,0,0
0,51,1.5,2,25,2,68,117,0,1,0,0
0,65,1.1,1,41,2,55,0,0,0,0,0
0,43,0.2,1,17,1,55,0,0,0,1,0
0,46,0.4,1,21,4,80,0,0,1,1,0
0,28,0.8,1,3,1,123,146,0,0,0,0
0,63,1.9,2,37,4,90,106,0,0,1,1
0,59,1.4,3,29,1,61,0,0,0,0,0
0,42,2.5,2,15,3,41,0,0,0,1,0
0,58,1.6,3,33,2,43,0,0,0,1,0
0,39,0.1,1,13,3,71,162,0,0,1,1
0,36,1,1,12,4,25,0,0,0,1,0
1,60,3,2,33,1,154,0,1,0,1,1
0,47,2.4,1,21,1,141,0,0,0,0,0
0,29,0.9,3,4,2,22,110,0,0,0,0
0,52,6.8,1,28,2,145,0,0,0,1,0
0,41,0.5,3,16,3,49,0,0,0,1,0
0,63,2,1,37,1,109,0,0,0,1,0
0,59,0.5,1,34,3,80,0,0,1,1,0
0,44,1.4,2,20,4,82,201,0,1,1,0
0,54,2.5,1,28,4,52,0,0,0,1,0
0,29,2.5,1,5,3,85,0,0,1,1,0
0,51,1,1,25,1,148,0,0,0,0,0
0,63,2.1,1,39,2,160,0,0,1,0,0
0,36,1.7,1,11,4,39,0,0,0,1,0
0,42,0.8,3,16,2,25,0,0,1,0,0
0,51,1.4,3,25,1,33,0,0,1,1,0
0,47,2.5,2,20,3,38,0,0,0,0,0
0,40,0.2,3,16,4,85,0,0,1,1,0
0,54,0.2,1,28,1,48,0,0,0,1,0
0,47,0.6,3,21,4,15,77,0,0,1,0
0,35,0,1,10,1,94,174,0,0,1,0
0,28,0.6,1,4,2,120,0,0,0,1,0
0,45,0.7,3,19,1,60,159,0,0,1,0
0,33,4.33,1,9,2,145,277,0,1,0,0
0,62,0.7,3,36,2,29,0,0,0,0,0
0,45,2.67,2,18,3,78,0,0,0,1,0
0,59,1.2,2,35,4,59,0,0,0,1,0
0,58,4.5,3,28,2,80,0,0,1,0,0
0,52,1,1,26,1,180,0,0,1,1,0
0,34,0.1,2,8,3,8,83,0,0,1,0
0,65,1.5,3,35,1,23,0,0,0,1,0
0,48,3.8,3,23,2,79,0,0,0,1,0
0,44,3.8,3,19,2,78,268,0,0,0,0
0,61,0,2,37,1,64,0,0,1,0,0
0,40,0.2,3,14,4,64,0,0,1,1,0
1,65,3.8,1,39,4,160,237,0,0,1,0
0,28,1,3,4,1,43,102,0,0,0,0
0,67,1.1,3,42,1,32,0,0,1,0,0
0,35,0,1,9,2,179,76,0,0,1,1
0,60,0.1,1,35,1,8,0,0,0,1,0
0,58,1.6,1,32,1,63,0,0,0,1,1
0,55,2.3,3,30,2,40,0,0,0,1,1
0,34,2.2,2,9,4,99,155,0,0,1,0
1,35,4.5,2,9,2,141,0,0,0,0,0
0,28,1.5,1,4,1,159,0,0,1,1,0
0,38,0.3,1,12,2,39,174,0,0,1,0
0,62,1.7,2,38,4,99,0,0,0,0,0
0,30,0.3,2,4,4,18,0,0,1,1,0
0,38,0.3,1,12,2,38,0,0,1,1,0
0,33,0,1,8,1,133,0,0,0,1,0
0,58,2.8,1,34,2,84,0,0,1,1,0
0,59,0,2,35,1,60,0,0,1,1,0
1,52,5.4,3,28,3,178,147,0,0,1,0
0,36,0.5,3,12,1,18,0,0,1,0,0
0,45,0.8,3,21,1,73,0,0,0,1,0
0,49,7.3,1,23,1,125,0,0,0,0,0
1,52,4.3,2,26,1,91,0,1,1,1,0
0,54,1.1,1,28,2,74,0,0,0,1,0
0,30,0.3,2,4,2,35,0,0,1,0,1
0,65,2,1,39,1,113,0,0,1,1,0
0,34,2.2,2,8,4,52,0,0,0,0,0
1,30,4.4,2,6,2,191,0,0,0,1,0
0,51,0.3,3,25,1,18,93,0,1,0,0
0,52,0,1,27,2,25,0,0,1,1,0
0,43,1.9,3,18,4,50,0,0,0,0,0
0,35,0.7,3,10,4,75,0,0,1,1,0
0,56,4.5,3,26,2,92,0,0,1,0,1
0,57,2,2,32,2,33,0,0,0,1,0
0,58,2.2,3,32,3,65,0,0,0,0,0
0,53,1.7,1,28,3,44,0,0,0,0,0
0,45,1.4,1,21,2,183,354,0,0,0,0
0,44,1.4,1,20,2,175,0,0,1,1,0
0,54,1.5,3,28,4,28,0,0,1,1,0
0,41,2.2,2,17,4,49,0,0,0,0,0
0,52,1.8,1,26,4,45,0,0,0,1,0
1,43,3,3,17,4,64,221,0,0,1,0
0,63,0.1,3,38,3,22,90,0,0,1,0
0,54,7.4,1,30,1,120,119,0,1,1,0
0,33,6.7,1,8,2,175,102,0,0,1,0
0,25,2.3,3,-1,4,101,256,0,1,0,0
0,41,1,3,16,1,104,0,0,0,1,0
1,40,0.1,3,16,4,155,0,1,1,1,0
0,43,2.4,1,18,1,58,0,0,0,0,0
0,36,2.2,2,10,4,80,0,0,0,1,0
0,57,1.8,3,33,1,45,195,0,0,0,0
0,34,4.6,1,9,1,134,164,0,0,1,1
0,38,2,3,14,4,58,153,0,0,0,1
0,47,0.2,1,21,1,20,0,0,1,1,0
0,39,1.5,3,13,4,25,0,0,0,1,0
0,45,0.3,1,20,1,55,0,0,1,1,0
0,62,1.3,1,37,1,155,0,0,0,0,0
0,59,1.3,1,34,1,30,0,0,1,1,0
0,61,0.4,1,37,4,39,0,0,1,1,0
0,36,2,3,12,4,73,188,0,0,1,0
0,58,1.3,1,34,4,41,0,0,0,1,0
0,55,0.1,3,30,4,34,157,0,0,1,0
0,29,0.9,3,5,3,21,119,0,0,0,0
0,34,0.3,1,8,4,11,0,1,1,1,1
0,61,6.9,1,35,2,154,0,0,0,0,0
0,50,0.4,3,20,4,19,0,0,0,0,0
0,52,2.4,2,26,2,101,0,0,0,1,0
0,39,1,1,15,1,24,116,0,1,1,0
0,55,2.7,1,29,2,131,0,0,0,0,1
0,33,4,1,9,1,105,0,0,0,1,0
0,47,1.2,2,21,1,52,194,0,0,0,0
0,57,0.9,2,32,4,21,113,0,0,0,1
0,57,1.4,1,31,3,45,198,0,0,1,0
0,40,2,1,14,1,39,0,0,0,1,0
0,50,2.8,1,25,2,192,238,0,1,0,0
0,29,4.3,1,5,1,195,0,0,0,0,0
0,46,0.7,1,22,3,83,0,0,0,0,0
0,42,1,2,15,3,34,0,0,0,1,1
0,59,1.7,2,33,4,49,104,0,0,1,0
0,31,4,3,1,4,60,244,0,0,0,0
0,51,1.8,1,25,4,41,0,0,0,0,0
0,35,2.3,1,10,3,72,285,0,0,0,0
1,59,3,2,35,4,102,115,0,0,1,0
0,35,1.3,1,10,3,31,0,0,0,0,0
0,46,1.5,2,20,1,73,128,0,0,1,0
0,34,0,1,9,1,89,0,0,0,1,0
0,55,0.7,3,29,4,19,121,0,1,0,1
0,64,1.2,2,40,4,63,0,0,0,1,0
0,34,1.2,3,9,3,104,0,0,0,1,0
0,61,0.8,2,35,1,40,128,0,0,1,0
0,63,0,3,39,2,92,0,0,0,1,0
0,59,0.7,2,33,2,72,226,0,0,0,0
0,51,1.9,2,27,3,44,141,0,0,0,0
1,41,3.5,1,16,4,114,0,0,1,0,0
0,37,2.4,1,13,4,73,0,0,0,0,0
0,64,1.2,2,40,4,63,0,0,1,0,1
0,44,0.8,3,20,1,69,184,1,1,1,0
0,62,1.5,1,37,3,42,0,0,0,1,0
0,50,2.7,1,26,1,88,0,0,0,1,0
0,43,0.4,1,18,2,98,0,0,0,1,0
1,34,3,1,8,1,65,227,0,0,1,0
0,38,0.3,2,13,2,12,104,0,0,1,1
1,29,3,1,5,4,122,0,0,1,0,0
0,39,0,3,14,2,12,0,0,0,0,0
0,53,0.2,1,29,2,24,0,0,1,0,0
1,43,4.25,1,19,4,170,318,1,1,1,0
1,61,2.3,2,36,4,184,342,1,1,1,0
0,46,0.6,3,20,4,25,125,0,0,0,0
0,57,2.7,1,31,2,131,0,0,0,0,0
0,59,2.3,3,33,2,50,0,0,1,0,0
0,52,0.4,1,28,2,21,0,0,0,1,1
0,29,1.1,2,3,3,55,0,0,0,1,0
1,57,0.2,2,32,1,124,0,0,0,1,0
0,49,2.6,1,23,4,58,188,0,0,0,0
0,39,2.8,1,13,2,72,0,0,0,1,0
1,56,7,3,31,1,192,0,1,0,1,0
0,63,1.8,2,38,3,83,0,0,0,1,0
0,37,2.8,1,12,1,93,0,0,0,1,1
0,56,1,3,26,3,38,110,0,0,1,1
0,45,1.9,3,20,4,55,164,0,0,0,1
0,66,0.1,3,41,3,11,0,0,1,0,1
0,40,0.4,1,15,2,85,0,0,0,0,1
0,50,4.9,1,24,1,124,266,0,0,1,0
0,60,6,1,36,2,129,0,0,0,1,0
0,31,4.3,1,7,1,180,0,0,0,0,0
0,40,1.4,2,14,4,74,0,0,0,1,0
1,36,7,3,6,1,138,86,0,0,1,0
1,55,3.6,3,29,2,111,0,0,1,0,0
0,54,0.8,1,28,3,83,0,0,0,1,0
0,35,1.7,1,10,4,33,87,0,0,1,0
0,55,0.7,3,29,4,21,0,0,0,0,0
0,36,0.3,1,10,2,35,98,0,0,1,0
0,66,0.8,3,41,1,105,0,1,1,1,1
0,38,0.8,2,14,1,103,0,0,1,0,0
0,58,2.3,3,32,2,75,0,0,0,0,0
0,41,0.7,1,17,1,33,104,0,0,0,0
0,60,1.7,2,34,4,52,0,0,0,1,1
0,47,2.6,2,23,1,89,0,1,1,1,1
0,62,2.5,3,36,1,63,0,0,0,0,0
1,48,3.1,2,23,4,84,0,1,0,1,1
0,61,2.1,1,36,4,44,0,0,0,0,0
0,29,1,1,3,3,29,0,0,1,1,0
0,45,0.3,3,21,1,29,0,0,0,1,0
0,39,0.3,2,14,2,22,0,0,0,1,0
0,31,2.2,1,6,4,53,114,0,0,1,0
0,39,0.3,2,14,2,24,0,0,0,1,0
